data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
6018989,300,GRC994,994,2019-10-05,2019,1,Protests,Peaceful protest,Protesters (Greece),,6,,,0,60,Europe,Greece,Central Macedonia,Thessaloniki,Thessaloniki,Thessaloniki,40.6436,22.9309,1,ThessNews,Subnational,"On 5 October, during the visit of the US Secretary of State in Athens, peace activists and far left groups protested in Thessaloniki in separate demonstrations against the renewal of a Greece-US defence cooperation agreement. [size=no report]",0,1570553929,GRC
6018621,300,GRC990,990,2019-10-04,2019,1,Protests,Peaceful protest,Protesters (Greece),,6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,AMNA,National,"On 4 October, animal rights protesters marched in central Athens. [size=no report]",0,1570553929,GRC
6018722,300,GRC992,992,2019-10-04,2019,1,Protests,Peaceful protest,Protesters (International),Refugees/IDPs (International),6,,,0,60,Europe,Greece,Peloponnese,Corinthia,Corinth,Corinth,37.9385,22.9279,1,I Avgi,National,"On 4 October, tens of refugees held a sit-in protest at their camp in Corinth to protest over their living conditions. [size=tens]",0,1570553929,GRC
6018987,300,GRC989,989,2019-10-04,2019,1,Protests,Peaceful protest,Protesters (Greece),Teachers (Greece),6,,,0,60,Europe,Greece,Central Macedonia,Thessaloniki,Thessaloniki,Thessaloniki,40.6436,22.9309,1,ThessNews,Subnational,"On 4 October, teachers rallied outside the ministry of Macedonia-Thrace to protest for mass hirings and permanent positions. [size=no report]",0,1570553929,GRC
6018991,300,GRC991,991,2019-10-04,2019,1,Protests,Peaceful protest,Protesters (Greece),Teachers (Greece); Students (Greece),6,,,0,60,Europe,Greece,Attica,Athens,North Athens,Athens-North Athens,38.0465,23.8146,1,To Pontiki,National,"On 4 October, teachers and students rallied at the Ministry of Education to protest among other issues for mass hirings and against proposed reforms in education including the abolition of the university asylum law. [size=no report]",0,1570553929,GRC
6018699,300,GRC986,986,2019-10-03,2019,1,Protests,Peaceful protest,Protesters (Greece),Labour Group (Greece),6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,Ekathimerini,National,"On 3 October, a day after a general strike action against proposed labour law reforms, trains were out of service for a second day and railways employees protested peacefully in central Athens after failed talks over their collective labour agreement. [size=no report]",0,1570553929,GRC
6018988,300,GRC987,987,2019-10-03,2019,1,Protests,Peaceful protest,Protesters (Greece),,6,,,0,60,Europe,Greece,Central Macedonia,Thessaloniki,Thessaloniki,Thessaloniki,40.6436,22.9309,1,ThessNews,Subnational,"On 3 October, protesters rallied at the headquarters of the public power corporation in Thessaloniki against the high cost of energy bills. [size=no report]",0,1570553929,GRC
6018992,300,GRC988,988,2019-10-03,2019,1,Protests,Peaceful protest,Protesters (Greece),,6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,To Pontiki,National,"On 3 October, on the same week as the death of a mother and child and subsequent rioting in the overcrowded Moria camp, hundreds of members of anti-fascist-collectives, far left and anti-establishment groups marched in central Athens to protest for shutting down Moria and stopping deportations. [size=hundreds]",0,1570553929,GRC
6018423,300,GRC983,983,2019-10-02,2019,1,Protests,Peaceful protest,Protesters (Greece),GSEE: General Confederation of Greek Workers; ADEDY: Civil Servants Confederation; EKA: The Centre of Athens Labour Unions; PAME: All-Workers Militant Front; Labour Group (Greece),6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,AMNA; Ekathimerini; AP,National-International,"On 2 October, more than 5,000 members of all private and public sector unions under GSEE and ADEDY, as well as PAME labour unions, participated at the second general strike action in two weeks including services, public transport workers and seamen; they marched peacefully in central Athens in separate demonstrations to protest against proposed labour law reforms. There were similar protests in all major Greek cities. [size=more than 5,000]",0,1570553928,GRC
6018424,300,GRC984,984,2019-10-02,2019,1,Riots,Violent demonstration,Rioters (Greece),PAME: All-Workers Militant Front; Labour Group (Greece),5,Police Forces of Greece (2019-) Units for the Reinstatement of Order,,1,15,Europe,Greece,Attica,Athens,Central Athens,Athens,37.9833,23.7333,1,AP; Iefimerida,National-International,"On 2 October, members of PAME briefly clashed with police in Athens while trying to disrupt a foreclosure. Police used tear gas. No injuries or arrests were reported. [size=no report]",0,1570553928,GRC
6018425,300,GRC985,985,2019-10-02,2019,1,Explosions/Remote violence,Remote explosive/landmine/IED,GANA: Revolutionary Anarchist Armed Strugglers,,3,Civilians (International),,7,37,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,To Vima; To Pontiki,National,"On 2 October, a new anarchist group called Revolutionary anarchist armed strugglers (GANA) claimed responsibility for a bomb attack at a night club in a regenerated area of Athens. The explosive mechanism was controled remotely by phone to avoid casualties. The group claimed the club was involved in human trafficking. They also sent a cautionary warning to the Airbnb tourist industry in Athens.",0,1570553928,GRC
6018422,300,GRC977,977,2019-10-01,2019,1,Protests,Peaceful protest,Protesters (Afghanistan),Protesters (Syria),6,,,0,60,Europe,Greece,North Aegean,Lesbos,Lesbos,Marmaro,39.1352,26.5071,1,AMNA; Ekathimerini,National,"On 1 October, more than 1,000 Afghan and Syrian asylum seekers protested for hours over their living conditions two days after a mother and child lost their lives in Moria. Two dozen riot police officers blocked the road before the protesters marched to Mytilene. [size=more than 1,000]",0,1570553928,GRC
6018698,300,GRC978,978,2019-10-01,2019,1,Protests,Protest with intervention,Protesters (Greece),,6,Police Forces of Greece (2019-),,1,16,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,Ekathimerini,National,"On 1 October, 25 members of anti-establishment groups entered the facilities of a radio station in Athens with the intention to ""send out a message over the airwaves"". Police intervened and arrested several. [size=25]",0,1570553929,GRC
6018721,300,GRC982,982,2019-10-01,2019,1,Protests,Peaceful protest,Protesters (Greece),,6,,,0,60,Europe,Greece,North Aegean,Lesbos,Lesbos,Mytilene,39.1100,26.5547,1,I Avgi,National,"On 1 October, two days after the death of a mother and child and subsequent rioting in the overcrowded Moria camp, protesters under discreet police presence marched in Mytilene for shutting down Moria and against EU policies regarding the refugee crisis. [size=no report]",0,1570553929,GRC
6018990,300,GRC980,980,2019-10-01,2019,1,Protests,Peaceful protest,Protesters (Greece),Labour Group (Greece),6,,,0,60,Europe,Greece,Central Macedonia,Thessaloniki,Thessaloniki,Thessaloniki,40.6436,22.9309,1,To Pontiki,National,"On 1 October, pensioners protested in Thessaloniki for an increase to their pensions and other measures to improve their quality of life. [size=no report]",0,1570553929,GRC
6018993,300,GRC979,979,2019-10-01,2019,1,Protests,Peaceful protest,Protesters (Greece),Labour Group (Greece),6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,To Vima,National,"On 1 October, pensioners protested in central Athens for an increase to their pensions and other measures to improve their quality of life. [size=no report]",0,1570553929,GRC
6018994,300,GRC981,981,2019-10-01,2019,1,Riots,Violent demonstration,Rioters (International),Refugees/IDPs (International),5,Police Forces of Greece (2019-) Units for the Reinstatement of Order,,1,15,Europe,Greece,Epirus,Ioannina,Ioannina,Ioannina,39.6649,20.8519,1,To Vima,National,"On 1 October, refugees at the Ioannina camp threw rocks to the police and blocked the way to new refugee arrivals from Moria because they consider the Ioannina camp overcrowded. Police arrested several rioters. This transfer is one of the measures for reducing the population in Moria two days after the deaths of a mother and child that resulted in rioting. [size=no report]",0,1570553929,GRC
6018421,300,GRC976,976,2019-09-30,2019,1,Protests,Peaceful protest,Protesters (International),Refugees/IDPs (International); Women (International),6,,,0,60,Europe,Greece,North Aegean,Lesbos,Lesbos,Marmaro,39.1352,26.5071,1,AMNA; Ekathimerini,National,"On 30 September, about 200 women from Moria with their children held a sitting protest outside the identification centre a day after a mother and child lost their lives at a fire in the camp followed by riots. The protesters called on the authorities to inform them about the number of deaths and to ensure their safety. A riot police unit blocked the road before they could march to Mytilene. [size=about 200]",0,1570553928,GRC
6018420,300,GRC975,975,2019-09-29,2019,1,Riots,Violent demonstration,Rioters (International),Refugees/IDPs (International),5,Police Forces of Greece (2019-) Units for the Reinstatement of Order,,1,15,Europe,Greece,North Aegean,Lesbos,Lesbos,Marmaro,39.1352,26.5071,1,DPA; AP; AMNA; I Avgi; To Vima; Ekathimerini,National-International,"On 29 September, violent demonstrations broke out in Moria after an Afghan mother and child lost their lives in a fire. No sign of arson was found at the site. Hundreds of rioters angry at their living conditions caused damage to the camp and clashed with police. Nine men, six women and four children were treated for injuries and smoke inhalation. One officer was injured. Additional riot police was deployed from Athens to Lesbos. [size=hundreds]",2,1570553928,GRC
6018717,300,GRC972,972,2019-09-28,2019,1,Protests,Peaceful protest,Protesters (Greece),Students (Greece),6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens,37.9833,23.7333,1,FoititikaNea,National,"On 28 September, around 40 students protested against the abolition of the university asylum law at the Hellenic Universities Rectors' Synod hosted in an Attica hotel. The protesters left with the arrival of MAT riot police. [size=around 40]",0,1570553929,GRC
6018983,300,GRC974,974,2019-09-28,2019,1,Protests,Peaceful protest,Protesters (Greece),,6,,,0,60,Europe,Greece,Central Macedonia,Thessaloniki,Thessaloniki,Thessaloniki,40.6436,22.9309,1,ThessNews,Subnational,"On 28 September, members of the Solidarity Committee to political prisoners in Turkey and Pakistan rallied outside the Turkish Consulate in Thessaloniki to express solidarity to hunger strikers. [size=no report]",0,1570553929,GRC
6018984,300,GRC973,973,2019-09-28,2019,1,Protests,Peaceful protest,Protesters (Greece),Students (Greece),6,,,0,60,Europe,Greece,Central Macedonia,Thessaloniki,Thessaloniki,Thessaloniki,40.6436,22.9309,1,ThessNews,Subnational,"On 28 September, members of the Socialist Student Struggle rallied in central Thessaloniki to protest against the Hellenic Universities Rectors' Synod and the abolition of the university asylum law. [size=no report]",0,1570553929,GRC
6015293,300,GRC948,948,2019-09-27,2019,1,Protests,Peaceful protest,Protesters (Greece),Fridays for Future; Students (Greece),6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,AMNA,National,"On 27 September, a multitude of students and environmental organizations rallied at Syntagma square to protest against climate change. This is a follow up rally to previous week's protest Fridays for Future. [size=multitude]",0,1569958594,GRC
6025300,300,GRC949,949,2019-09-27,2019,1,Riots,Mob violence,Rioters (Greece),Anarchist Group (Greece),5,Police Forces of Greece (2019-) Units for the Reinstatement of Order,,1,15,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,To Vima; To Pontiki,National,"On 27 September, just before midnight, 20 anarchists in two groups targeted with petrol bombs a MAT riot police unit in Exarchia. No injuries were reported. Seven people were detained and released later. On 8 October they claimed responsibility and that the attack was part of the struggle against the capitalist invasion in Exarchia. [size=20]",0,1571159681,GRC
6015621,300,GRC947,947,2019-09-27,2019,1,Protests,Peaceful protest,Protesters (Greece),Rouvikonas; Labour Group (Greece),6,,,0,60,Europe,Greece,Attica,Athens,South Athens,Athens-South Athens,37.9014,23.7536,1,To Vima,National,"On 27 September, members of Rouvikonas participated in an action at the headquarters of a Greek toy retailer in Moschato in South Athens to express solidarity with the employees and protest over their working conditions. [size=no report]",0,1569958594,GRC
6018723,300,GRC971,971,2019-09-27,2019,1,Protests,Peaceful protest,Protesters (Greece),Fridays for Future; Students (Greece),6,,,0,60,Europe,Greece,South Aegean,Rhodes,Rhodes,Rhodes,36.4356,28.2220,1,I Rodiaki,Subnational,"On 27 September, students from all the schools of the island rallied and marched in Rhodes against climate change. This is a follow up to previous week's protest Fridays for Future. [size=no report]",0,1570553929,GRC
